timestamp,total,dow,robust_z,is_holiday
2013-11-01,82479250.0,4,-0.7144295066827486,True
2013-11-02,80991016.0,5,0.0,False
2013-11-03,83509150.0,6,0.4902394092825811,True
2013-11-04,108106880.0,0,0.9934906624113097,False
2013-11-05,111124136.0,1,1.0058200737861585,False
2013-11-06,111009150.0,2,0.9132560632400435,False
2013-11-07,110396470.0,3,1.1000034223096904,False
2013-11-08,110715220.0,4,1.1040825609934022,False
2013-11-09,97376860.0,5,2.4594143648572624,False
2013-11-10,91693064.0,6,1.790332199059419,False
2013-11-11,107100840.0,0,0.9207972923520986,False
2013-11-12,108251656.0,1,0.7629555728706003,False
2013-11-13,108145470.0,2,0.6744999792337859,False
2013-11-14,108833470.0,3,0.9539326633550161,False
2013-11-15,106499260.0,4,0.8325579379077651,False
2013-11-16,90387370.0,5,1.410334354282825,False
2013-11-17,84539770.0,6,0.6539626104127098,False
2013-11-18,103692210.0,0,0.6744999648624536,False
2013-11-19,106548536.0,1,0.6189589337609279,False
2013-11-20,105368560.0,2,0.4429780778001261,False
2013-11-21,105939840.0,3,0.683507224537323,False
2013-11-22,104045100.0,4,0.6744999682992429,False
2013-11-23,91507580.0,5,1.5784718068402723,False
2013-11-24,86125736.0,6,0.9059088463944407,False
2013-11-25,100406560.0,0,0.43708914245532593,False
2013-11-26,100795850.0,1,0.13257646551966193,False
2013-11-27,100055410.0,2,0.0,False
2013-11-28,96851816.0,3,-0.16581750318815164,False
2013-11-29,95207750.0,4,0.10533830962014852,False
2013-11-30,84984160.0,5,0.5993461962288065,False
2013-12-01,80423160.0,6,0.0,False
2013-12-02,94357464.0,0,0.0,False
2013-12-03,96992184.0,1,-0.1890184926685158,False
2013-12-04,95454920.0,2,-0.38356050088108073,False
2013-12-05,93902060.0,3,-0.44148768356465556,False
2013-12-06,93572170.0,4,0.0,False
2013-12-07,80146850.0,5,-0.12670439651381796,True
2013-12-08,77734910.0,6,-0.42705395196481855,True
2013-12-09,94087600.0,0,-0.019499545528511544,False
2013-12-10,99227800.0,1,0.0,False
2013-12-11,100530130.0,2,0.03957924498495932,False
2013-12-12,100400410.0,3,0.16581750318815164,False
2013-12-13,93567800.0,4,-0.0002813171076814682,False
2013-12-14,80002740.0,5,-0.14833472078322044,False
2013-12-15,76177270.0,6,-0.6745000103629675,False
2013-12-16,88886170.0,0,-0.39533906875217995,False
2013-12-17,91250150.0,1,-0.6744999904733826,False
2013-12-18,90273080.0,2,-0.81559058123644,False
2013-12-19,91505144.0,3,-0.6654927821133191,False
2013-12-20,89305130.0,4,-0.2748148656689967,False
2013-12-21,76497160.0,5,-0.6744999728518224,False
2013-12-22,70951910.0,6,-1.5045984491347861,False
2013-12-23,76325560.0,0,-1.3029301071352355,False
2013-12-24,68992100.0,1,-2.5563903045108027,False
2013-12-25,62375852.0,2,-3.141490598838278,True
2013-12-26,59294004.0,3,-3.675796982492738,True
2013-12-27,63414788.0,4,-1.9422587897032881,False
2013-12-28,59173330.0,5,-3.2746999458816655,False
2013-12-29,55358844.0,6,-3.9817065358294887,False
2013-12-30,60015884.0,0,-2.481417380058842,False
2013-12-31,56843600.0,1,-3.5835301331921383,False
2014-01-01,53165860.0,2,-3.9093633869892743,True
